t_wall,sim_t,vio_x,vio_y,vio_z,qx,qy,qz,qw,gt_x,gt_y
1776761698.3383675,26.7,-3.755043,17.541576,0.051569,0.706898,0.047415,-0.036658,-0.704772,-78.78501892089844,-1.08643639087677
1776761698.438591,26.7,-3.755043,17.541576,0.051569,0.706898,0.047415,-0.036658,-0.704772,-78.72871398925781,-1.074950933456421
1776761698.538834,26.7,-3.755043,17.541576,0.051569,0.706898,0.047415,-0.036658,-0.704772,-78.72871398925781,-1.074950933456421
1776761698.6390414,26.8,-3.759534,17.602972,0.050331,0.706926,0.045942,-0.035472,-0.704902,-78.72871398925781,-1.074950933456421
1776761698.739194,26.8,-3.759534,17.602972,0.050331,0.706926,0.045942,-0.035472,-0.704902,-78.72871398925781,-1.074950933456421
1776761698.8394074,26.8,-3.759534,17.602972,0.050331,0.706926,0.045942,-0.035472,-0.704902,-78.72871398925781,-1.074950933456421
1776761698.9396386,26.8,-3.759534,17.602972,0.050331,0.706926,0.045942,-0.035472,-0.704902,-78.72871398925781,-1.074950933456421
1776761699.0399632,26.8,-3.759534,17.602972,0.050331,0.706926,0.045942,-0.035472,-0.704902,-78.66898345947266,-1.063903570175171
1776761699.1402216,26.8,-3.759534,17.602972,0.050331,0.706926,0.045942,-0.035472,-0.704902,-78.66898345947266,-1.063903570175171
1776761699.2404304,26.9,-3.759253,17.663076,0.050947,0.70724,0.042139,-0.031943,-0.704994,-78.66898345947266,-1.063903570175171
1776761699.3406582,26.9,-3.759253,17.663076,0.050947,0.70724,0.042139,-0.031943,-0.704994,-78.66898345947266,-1.063903570175171
1776761699.4409177,26.9,-3.759253,17.663076,0.050947,0.70724,0.042139,-0.031943,-0.704994,-78.66898345947266,-1.063903570175171
1776761699.5413532,26.9,-3.759253,17.663076,0.050947,0.70724,0.042139,-0.031943,-0.704994,-78.66898345947266,-1.063903570175171
1776761699.6415267,26.9,-3.759253,17.663076,0.050947,0.70724,0.042139,-0.031943,-0.704994,-78.66898345947266,-1.063903570175171
1776761699.7423062,26.9,-3.759253,17.663076,0.050947,0.70724,0.042139,-0.031943,-0.704994,-78.60846710205078,-1.0524595975875854
1776761699.8425224,27.0,-3.75919,17.724625,0.052418,0.707611,0.03999,-0.029949,-0.704833,-78.60846710205078,-1.0524595975875854
1776761699.9426796,27.0,-3.75919,17.724625,0.052418,0.707611,0.03999,-0.029949,-0.704833,-78.60846710205078,-1.0524595975875854
1776761700.042878,27.0,-3.75919,17.724625,0.052418,0.707611,0.03999,-0.029949,-0.704833,-78.60846710205078,-1.0524595975875854
1776761700.1430788,27.0,-3.75919,17.724625,0.052418,0.707611,0.03999,-0.029949,-0.704833,-78.60846710205078,-1.0524595975875854
1776761700.2432976,27.0,-3.75919,17.724625,0.052418,0.707611,0.03999,-0.029949,-0.704833,-78.60846710205078,-1.0524595975875854
1776761700.343547,27.0,-3.75919,17.724625,0.052418,0.707611,0.03999,-0.029949,-0.704833,-78.55126190185547,-1.0428880453109741
1776761700.443788,27.1,-3.765531,17.7864,0.050772,0.707591,0.03849,-0.02816,-0.705011,-78.55126190185547,-1.0428880453109741
1776761700.5439718,27.1,-3.765531,17.7864,0.050772,0.707591,0.03849,-0.02816,-0.705011,-78.55126190185547,-1.0428880453109741
1776761700.6442423,27.1,-3.765531,17.7864,0.050772,0.707591,0.03849,-0.02816,-0.705011,-78.55126190185547,-1.0428880453109741
1776761700.7444556,27.1,-3.765531,17.7864,0.050772,0.707591,0.03849,-0.02816,-0.705011,-78.55126190185547,-1.0428880453109741
1776761700.8446693,27.1,-3.765531,17.7864,0.050772,0.707591,0.03849,-0.02816,-0.705011,-78.55126190185547,-1.0428880453109741
1776761700.9448948,27.1,-3.765531,17.7864,0.050772,0.707591,0.03849,-0.02816,-0.705011,-78.54315948486328,-1.0414435863494873
1776761701.0451474,27.1,-3.765531,17.7864,0.050772,0.707591,0.03849,-0.02816,-0.705011,-78.54315948486328,-1.0414435863494873
1776761701.1453936,27.2,-3.765065,17.841057,0.051252,0.707734,0.036666,-0.026449,-0.705031,-78.54315948486328,-1.0414435863494873
1776761701.2456179,27.2,-3.765065,17.841057,0.051252,0.707734,0.036666,-0.026449,-0.705031,-78.54315948486328,-1.0414435863494873
1776761701.3460355,27.2,-3.765065,17.841057,0.051252,0.707734,0.036666,-0.026449,-0.705031,-78.54315948486328,-1.0414435863494873
1776761701.4462404,27.2,-3.765065,17.841057,0.051252,0.707734,0.036666,-0.026449,-0.705031,-78.54315948486328,-1.0414435863494873
1776761701.546435,27.2,-3.765065,17.841057,0.051252,0.707734,0.036666,-0.026449,-0.705031,-78.54315948486328,-1.0414435863494873
