1774445323.201,-163.1173,0.7413,0.1401
1774445323.212,-163.1074,0.7427,0.1400
1774445323.232,-163.0975,0.7440,0.1399
1774445323.253,-163.0876,0.7454,0.1398
1774445323.275,-163.0796,0.7465,0.1397
1774445323.296,-163.0737,0.7473,0.1396
1774445323.315,-163.0638,0.7487,0.1395
1774445323.346,-163.0538,0.7501,0.1394
1774445323.353,-163.0459,0.7512,0.1394
1774445323.373,-163.0400,0.7520,0.1393
1774445323.393,-163.0340,0.7528,0.1392
1774445323.418,-163.0281,0.7536,0.1392
1774445323.440,-163.0221,0.7544,0.1391
1774445323.451,-163.0162,0.7553,0.1391
1774445323.474,-163.0062,0.7566,0.1390
1774445323.493,-162.9983,0.7577,0.1389
1774445323.513,-162.9904,0.7588,0.1388
1774445323.533,-162.9824,0.7599,0.1387
1774445323.553,-162.9745,0.7610,0.1387
1774445323.568,-162.9646,0.7623,0.1386
1774445323.589,-162.9547,0.7637,0.1385
1774445323.609,-162.9447,0.7651,0.1384
1774445323.630,-162.9348,0.7664,0.1383
1774445323.664,-162.9289,0.7672,0.1382
1774445323.670,-162.9209,0.7683,0.1382
1774445323.691,-162.9110,0.7697,0.1381
1774445323.710,-162.9011,0.7710,0.1380
1774445323.730,-162.8912,0.7724,0.1379
1774445323.747,-162.8832,0.7735,0.1378
1774445323.886,-162.8773,0.7743,0.1378
1774445323.890,-162.8713,0.7751,0.1377
1774445323.894,-162.8614,0.7764,0.1376
1774445323.901,-162.8515,0.7778,0.1375
1774445323.903,-162.8416,0.7792,0.1375
1774445323.904,-162.8337,0.7803,0.1375
1774445323.906,-162.8278,0.7811,0.1375
1774445323.907,-162.8238,0.7816,0.1375
1774445323.919,-162.8139,0.7830,0.1375
1774445323.939,-162.8040,0.7844,0.1374
1774445323.959,-162.7941,0.7857,0.1374
1774445323.976,-162.7862,0.7868,0.1374
1774445324.037,-162.7783,0.7880,0.1374
1774445324.038,-162.7744,0.7885,0.1374
1774445324.039,-162.7665,0.7896,0.1374
1774445324.048,-162.7586,0.7907,0.1374
1774445324.070,-162.7486,0.7921,0.1374
1774445324.089,-162.7387,0.7935,0.1376
1774445324.112,-162.7287,0.7948,0.1378
1774445324.135,-162.7207,0.7959,0.1380
1774445324.152,-162.7127,0.7970,0.1382
1774445324.171,-162.7027,0.7983,0.1384
1774445324.191,-162.6927,0.7996,0.1387
1774445324.214,-162.6848,0.8007,0.1389
1774445324.241,-162.6788,0.8015,0.1390
1774445324.252,-162.6708,0.8026,0.1392
1774445324.271,-162.6608,0.8040,0.1395
1774445324.291,-162.6508,0.8053,0.1397
1774445324.312,-162.6408,0.8067,0.1400
1774445324.331,-162.6328,0.8077,0.1402
1774445324.360,-162.6268,0.8086,0.1404
1774445324.368,-162.6228,0.8091,0.1405
1774445324.387,-162.6128,0.8105,0.1407
1774445324.406,-162.6028,0.8118,0.1410
1774445324.426,-162.5929,0.8132,0.1412
1774445324.446,-162.5849,0.8143,0.1414
1774445324.473,-162.5769,0.8154,0.1416
1774445324.482,-162.5689,0.8165,0.1418
1774445324.501,-162.5589,0.8179,0.1420
1774445324.527,-162.5490,0.8193,0.1423
1774445324.543,-162.5390,0.8207,0.1425
1774445324.563,-162.5310,0.8218,0.1427
1774445324.614,-162.5250,0.8226,0.1428
1774445324.615,-162.5170,0.8237,0.1430
1774445324.627,-162.5071,0.8251,0.1433
1774445324.649,-162.4971,0.8265,0.1435
1774445324.667,-162.4871,0.8279,0.1437
1774445324.707,-162.4811,0.8288,0.1438
1774445324.710,-162.4752,0.8296,0.1440
1774445324.727,-162.4672,0.8307,0.1442
1774445324.747,-162.4572,0.8321,0.1444
1774445324.767,-162.4473,0.8336,0.1446
1774445324.788,-162.4373,0.8350,0.1448
1774445324.860,-162.4313,0.8358,0.1449
1774445324.861,-162.4273,0.8364,0.1450
1774445324.862,-162.4173,0.8378,0.1453
1774445324.870,-162.4074,0.8392,0.1455
1774445324.890,-162.3974,0.8406,0.1458
1774445324.911,-162.3874,0.8420,0.1460
1774445325.031,-162.3814,0.8429,0.1461
1774445325.039,-162.3755,0.8438,0.1463
1774445325.041,-162.3655,0.8452,0.1465
